Location,Bedrooms,Bathrooms,Amenities,Price
Lavington,5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 250,000
 / mont"
"Runda, Westlands",5,5,"['Balcony', 'En Suite', 'Garden', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 425,000
 / mont"
Kiambu Road,2,2,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Wheelchair Access']"," 120,000
 / mont"
Kilimani,3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 270,000
 / mont"
"Off Bogani Rd Karen, Karen",6,8,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 600,000
 / mont"
"Few minutes drive to Gigiri and muthaiga, Ridgeways",4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 285,000
 / mont"
"Westlands Area, Westlands",2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Wheelchair Access']"," 160,000
 / mont"
"Riverside, Westlands",3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
"Runda Paradise, 01, Runda, Westlands",4,4,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 300,000
 / mont"
"kilimani, Kilimani",2,2,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 70,000
 / mont"
Kilimani,2,2,"['Balcony', 'En Suite', 'Parking', 'Service Charge Included', 'Swimming Pool']"," 112,000
 / mont"
"Runda, Westlands",5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 500,000
 / mont"
"Lavington, 047",3,3,"['Alarm', 'Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool']"," 240,000
 / mont"
"Runda, Westlands",4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
"Nyari, Westlands",4,4,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
Kileleshwa,3,2,"['En Suite', 'Gym', 'Service Charge Included', 'Swimming Pool']"," 85,000
 / mont"
"Very Near Icd, Mombasa Road",,,['Backup Generator']," 385,250
 / mont"
"Rosslyn, Westlands",4,5,"['Balcony', 'En Suite', 'Garden', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 350,000
 / mont"
"Westlands Area, Westlands",3,3,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 120,000
 / mont"
Lavington,4,4,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 150,000
 / mont"
"Runda, 02, Westlands",4,4,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 260,000
 / mont"
"Garden city, Thika Road",2,,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 89,000
 / mont"
Muthaiga,3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 200,000
 / mont"
"Westlands Area, Westlands",3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 220,000
 / mont"
Lavington,5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters']"," 350,000
 / mont"
Kilimani,,,[]," 150,000
 / mont"
Mombasa Road,,,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Parking']"," 353,940
 / mont"
"Runda, 01, Westlands",4,4,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 300,000
 / mont"
"Westlands Area, Westlands",2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 240,000
 / mont"
"Riverside, Westlands",3,4,"['Backup Generator', 'Balcony', 'En Suite', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 200,000
 / mont"
"Brookside, Westlands",2,2,"['Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool']"," 180,000
 / mont"
Lavington,5,,[]," 230,000
 / mont"
"Ojijo road, Westlands Area, Westlands",2,2,"['Aircon', 'Backup Generator', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 297,000
 / mont"
"kilimani, Kilimani",2,2,"['CCTV', 'Electric Fence', 'En Suite', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 70,000
 / mont"
"Kilimanjaro Avenue, Upper Hill",,,[]," 255,000
 / mont"
Karen,5,5,"['Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Walk In Closet']"," 450,000
 / mont"
Kilimani,3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",Price not communicated
Lavington,5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
"Hillcrest, Karen",7,7,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 850,000
 / mont"
"Westlands Area, Westlands",3,4,"['Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 270,000
 / mont"
"Kaputei gardens, Kileleshwa",5,5,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 350,000
 / mont"
"General Mathenge, Westlands",3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet']"," 300,000
 / mont"
Kilimani,2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool', 'Wheelchair Access']"," 250,000
 / mont"
Ruaraka,,,[]," 370,000
 / mont"
"Garden Estate, Roysambu",4,3,"['Balcony', 'En Suite', 'Garden', 'Parking', 'Walk In Closet']"," 100,000
 / mont"
"Westlands Area, Westlands",3,3,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 320,000
 / mont"
Karen,4,5,"['En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Wheelchair Access']"," 200,000
 / mont"
"Westlands Area, Westlands",,,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Wheelchair Access']"," 120
 / mont"
"Runda, Westlands",4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 500,000
 / mont"
"Westlands, Westlands Area",,,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']"," 85,000
 / mont"
"Wood avenue, Kilimani",3,,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Walk In Closet', 'Wheelchair Access']"," 260,000
 / mont"
Karen,5,4,"['Balcony', 'Bus Stop', 'Electric Fence', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']"," 250,000
 / mont"
Lavington,5,6,"['Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 280,000
 / mont"
"Kitisuru road, Kitisuru, Westlands",5,5,"['Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 705,000
 / mont"
"kilimani, Kilimani",3,3,"['Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 80,000
 / mont"
Karen,5,6,"['Balcony', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
"Fourways Junction Estate, Kiambu Road",4,3,"['BBQ', 'Borehole', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool']"," 178,000
 / mont"
"Kitisuru, 01, Lower Kabete, Westlands",3,3,"['Alarm', 'BBQ', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 95,000
 / mont"
"kilimani, Kilimani",5,6,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 200,000
 / mont"
"Runda, Westlands",4,,"['Balcony', 'Garden', 'Scenic View', 'Staff Quarters']"," 480,000
 / mont"
"Loresho Nairobi, Loresho, Westlands",5,6,"['Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 4,000
 / mont"
"City Park drive, Westlands Area, Westlands",4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 350,000
 / mont"
"Two Rivers, Runda, Westlands",3,4,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 230,000
 / mont"
Lavington,4,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 140,000
 / mont"
"Muthangari road, Lavington",,,"['Aircon', 'Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Lift/Elevator', 'Parking']"," 82,528
 / mont"
Kilimani,1,,"['Fibre Internet', 'Parking']"," 170,000
 / mont"
"Lower kabete, 099, Lower Kabete, Westlands",5,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 600,000
 / mont"
"Spring Valley, Westlands",3,3,"['Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters']"," 350,000
 / mont"
"Rosslyn, 01, Runda, Westlands",6,6,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",Price not communicated
"miotoni road, Karen",5,5,"['Balcony', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 350,000
 / mont"
"Parklands, 01, Westlands",5,5,"['BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 180,000
 / mont"
Kileleshwa,4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 165,000
 / mont"
Lavington,5,5,"['Aircon', 'Alarm', 'BBQ', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
Karen,,,"['Furnished', 'Parking']"," 120,000
 / mont"
"Nyari estate, Nyari, Westlands",5,5,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 638,000
 / mont"
"Lower Kabete Road, Lower Kabete, Westlands",5,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 560,000
 / mont"
Kilimani,4,4,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 220,000
 / mont"
Lavington,4,4,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Parking', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 245,000
 / mont"
"Spring Valley, Westlands",5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
"Lavington Green, Maziwa, Lavington",4,4,"['Alarm', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 250,000
 / mont"
"Runda, Westlands",6,6,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 550,000
 / mont"
"Kararapon road ( mutero), Karen Hardy",5,5,"['Balcony', 'En Suite', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 350,000
 / mont"
"Lower kabete road, Spring Valley, Westlands",3,3,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Wheelchair Access']"," 200,000
 / mont"
"Westlands, 30, Westlands Area",4,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 140,000
 / mont"
Karen,,,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included']"," 247,940
 / mont"
Mombasa Road,,,[]," 256,500
 / mont"
Lavington,5,,[]," 330,000
 / mont"
"Westland, Nairobi West",4,4,"['Bus Stop', 'En Suite', 'Hospital', 'School', 'Shopping Centre']"," 160,000
 / mont"
"lavington, Lavington",4,3,"['Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 100,000
 / mont"
Kilimani,3,2,"['Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 85,000
 / mont"
"Peponi road, Westlands Area, Westlands",3,3,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 335,000
 / mont"
"Langata Road, Karen",,,"['Backup Generator', 'Electric Fence', 'Fibre Internet', 'Lift/Elevator', 'Parking']"," 397,765
 / mont"
Lavington,4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 200,000
 / mont"
"peponi road, Westlands Area, Westlands",3,3,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 403,750
 / mont"
Muthaiga,4,3,"['BBQ', 'Balcony', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 420,000
 / mont"
Lavington,,,"['Backup Generator', 'Fibre Internet', 'Garden', 'Parking']"," 90,000
 / mont"
"Valley arcade, 047, Lavington",2,2,"['Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included']"," 175,000
 / mont"
"westlands, 0212n, Riverside, Westlands",3,3,"['Aircon', 'Alarm', 'BBQ', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 190,000
 / mont"
"Bongani road, Karen",4,4,"['En Suite', 'Garden', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 250,000
 / mont"
Muthaiga,3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 250,000
 / mont"
"Lavington- USD 1200, Westlands Area, Westlands",2,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool', 'Walk In Closet']"," 1,200
 / mont"
"loresho, Loresho, Westlands",4,5,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 180,000
 / mont"
